movieId,title,clean_title,genres,year
7009,Lorenzo's Oil (1992),Lorenzo's Oil,Drama,1992
7010,"Lover, The (Amant, L') (1992)","Lover, The (Amant, L')",Drama|Romance,1992
7012,Mr. Destiny (1990),Mr. Destiny,Comedy|Fantasy,1990
7013,"Night of the Hunter, The (1955)","Night of the Hunter, The",Drama|Film-Noir|Thriller,1955
7015,Only the Lonely (1991),Only the Lonely,Comedy|Romance,1991
7016,Over the Top (1987),Over the Top,Action|Drama,1987
7017,Passenger 57 (1992),Passenger 57,Action|Thriller,1992
7018,Presumed Innocent (1990),Presumed Innocent,Crime|Drama|Thriller,1990
7019,Project X (1987),Project X,Comedy|Drama,1987
7020,Proof (1991),Proof,Comedy|Drama|Romance,1991
7022,Battle Royale (Batoru rowaiaru) (2000),Battle Royale (Batoru rowaiaru),Action|Drama|Horror|Thriller,2000
7023,"Wedding Banquet, The (Xi yan) (1993)","Wedding Banquet, The (Xi yan)",Comedy|Drama|Romance,1993
7024,"Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma) (1976)","Salo, or The 120 Days of Sodom (Salò o le 120 giornate di Sodoma)",Drama,1976
7025,"Midnight Clear, A (1992)","Midnight Clear, A",Drama|War,1992
7026,Summer School (1987),Summer School,Comedy,1987
7027,Silverado (1985),Silverado,Action|Western,1985
7028,Quick Change (1990),Quick Change,Comedy|Crime,1990
7030,Radio Flyer (1992),Radio Flyer,Drama,1992
7031,"Real McCoy, The (1993)","Real McCoy, The",Action|Crime|Drama|Thriller,1993
7032,Revenge (1990),Revenge,Drama|Romance|Thriller,1990
7033,"Secret of My Succe$s, The (a.k.a. The Secret of My Success) (1987)","Secret of My Succe$s, The (a.k.a. The Secret of My Success)",Comedy|Romance,1987
7034,Show Me Love (Fucking Åmål) (1998),Show Me Love (Fucking Åmål),Drama|Romance,1998
7036,Teen Wolf (1985),Teen Wolf,Comedy|Fantasy,1985
7037,High Heels (Tacones lejanos) (1991),High Heels (Tacones lejanos),Comedy|Drama,1991
7038,Things You Can Tell Just by Looking at Her (2000),Things You Can Tell Just by Looking at Her,Drama|Romance,2000
7040,To Live and Die in L.A. (1985),To Live and Die in L.A.,Action|Crime|Drama|Thriller,1985
7041,Trapped in Paradise (1994),Trapped in Paradise,Comedy|Crime,1994
7044,Wild at Heart (1990),Wild at Heart,Crime|Drama|Mystery|Romance|Thriller,1990
7045,"Witches, The (1990)","Witches, The",Children|Fantasy,1990
7046,"Witches of Eastwick, The (1987)","Witches of Eastwick, The",Comedy|Fantasy|Horror|Thriller,1987
7047,Year of the Dragon (1985),Year of the Dragon,Action|Crime|Drama,1985
7048,Nothing to Lose (1997),Nothing to Lose,Action|Adventure|Comedy|Crime,1997
7049,Flying Down to Rio (1933),Flying Down to Rio,Comedy|Musical|Romance,1933
7050,Follow the Fleet (1936),Follow the Fleet,Comedy|Musical|Romance,1936
7051,"What's New, Pussycat (1965)","What's New, Pussycat",Comedy,1965
7052,Mary of Scotland (1936),Mary of Scotland,Drama,1936
7053,Roberta (1935),Roberta,Comedy|Musical|Romance,1935
7054,Little Women (1949),Little Women,Drama,1949
7055,Swing Time (1936),Swing Time,Comedy|Musical|Romance,1936
7056,"Public Enemy, The (1931)","Public Enemy, The",Action|Crime|Drama,1931
7057,"Midsummer Night's Dream, A (1935)","Midsummer Night's Dream, A",Comedy|Fantasy|Romance,1935
7058,Life with Father (1947),Life with Father,Comedy,1947
7059,National Velvet (1944),National Velvet,Children|Drama,1944
7060,Jesus Christ Superstar (1973),Jesus Christ Superstar,Drama|Musical,1973
7061,Dark Victory (1939),Dark Victory,Drama|Romance,1939
7062,Birdman of Alcatraz (1962),Birdman of Alcatraz,Drama,1962
7063,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes) (1972)","Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",Adventure|Drama,1972
7064,Beauty and the Beast (La belle et la bête) (1946),Beauty and the Beast (La belle et la bête),Drama|Fantasy,1946
7065,"Birth of a Nation, The (1915)","Birth of a Nation, The",Drama|War,1915
7067,Juliet of the Spirits (Giulietta degli spiriti) (1965),Juliet of the Spirits (Giulietta degli spiriti),Comedy|Drama|Fantasy|Romance,1965
7069,"Macbeth (a.k.a. Tragedy of Macbeth, The) (1971)","Macbeth (a.k.a. Tragedy of Macbeth, The)",Drama,1971
7070,Red River (1948),Red River,Action|Adventure|Western,1948
7071,"Woman Under the Influence, A (1974)","Woman Under the Influence, A",Drama,1974
7072,Stagecoach (1939),Stagecoach,Action|Drama|Romance|Western,1939
7073,"Shot in the Dark, A (1964)","Shot in the Dark, A",Comedy|Crime|Mystery,1964
7074,"Navigator, The (1924)","Navigator, The",Comedy,1924
7075,"Court Jester, The (1956)","Court Jester, The",Adventure|Comedy|Musical,1956
7076,Bullitt (1968),Bullitt,Action|Crime|Drama|Thriller,1968
7078,Jezebel (1938),Jezebel,Drama,1938
7079,"Hunchback of Notre Dame, The (1939)","Hunchback of Notre Dame, The",Drama,1939
7080,42nd Street (1933),42nd Street,Drama|Musical|Romance,1933
7082,That Touch of Mink (1962),That Touch of Mink,Comedy|Romance,1962
7083,Sweet Dreams (1985),Sweet Dreams,Drama,1985
7084,"Play It Again, Sam (1972)","Play It Again, Sam",Comedy|Romance,1972
7085,Send Me No Flowers (1964),Send Me No Flowers,Comedy|Romance,1964
7086,Pygmalion (1938),Pygmalion,Comedy|Drama,1938
7087,"Passage to India, A (1984)","Passage to India, A",Adventure|Drama,1984
7088,Black Orpheus (Orfeu Negro) (1959),Black Orpheus (Orfeu Negro),Drama|Romance,1959
7089,Amarcord (1973),Amarcord,Comedy|Drama,1973
7090,Hero (Ying xiong) (2002),Hero (Ying xiong),Action|Adventure|Drama,2002
7091,Horse Feathers (1932),Horse Feathers,Comedy,1932
7092,Anna Karenina (1935),Anna Karenina,Drama|Romance,1935
7093,"Front Page, The (1974)","Front Page, The",Comedy,1974
7096,Rivers and Tides (2001),Rivers and Tides,Documentary,2001
7099,Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Nausicaä of the Valley of the Wind (Kaze no tani no Naushika),Adventure|Animation|Drama|Fantasy|Sci-Fi,1984
7101,Doc Hollywood (1991),Doc Hollywood,Comedy|Romance,1991
7102,Dragnet (1987),Dragnet,Comedy|Crime|Drama,1987
7103,Madhouse (1990),Madhouse,Comedy,1990
7104,1941 (1979),1941,Comedy|War,1979
7107,Foul Play (1978),Foul Play,Comedy|Thriller,1978
7108,Crime Story (Zhong an zu) (1993),Crime Story (Zhong an zu),Action|Crime|Drama,1993
7109,Beyond the Clouds (Al di là delle nuvole) (1996),Beyond the Clouds (Al di là delle nuvole),Drama|Romance,1996
7114,"Collector, The (1965)","Collector, The",Drama|Horror|Thriller,1965
7115,Deep Red (Profondo rosso) (1975),Deep Red (Profondo rosso),Horror|Mystery|Thriller,1975
7116,Diabolique (Les diaboliques) (1955),Diabolique (Les diaboliques),Horror|Mystery|Thriller,1955
7117,Leprechaun (1993),Leprechaun,Comedy|Horror,1993
7118,Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa) (1987),Wings of Honneamise (Ôritsu uchûgun Oneamisu no tsubasa),Animation|Drama|Sci-Fi|War,1987
7121,Adam's Rib (1949),Adam's Rib,Comedy|Romance,1949
7122,King of Hearts (1966),King of Hearts,Comedy|Drama|War,1966
7123,Naked Lunch (1991),Naked Lunch,Drama|Fantasy|Mystery|Sci-Fi,1991
7124,Grass (1999),Grass,Documentary,1999
7125,Spring Forward (1999),Spring Forward,Drama,1999
7127,Run (1991),Run,Action|Drama|Thriller,1991
7131,"Summer Place, A (1959)","Summer Place, A",Drama,1959
7132,"Night at the Opera, A (1935)","Night at the Opera, A",Comedy|Musical|Romance,1935
7134,"Element of Crime, The (Forbrydelsens Element) (1984)","Element of Crime, The (Forbrydelsens Element)",Drama|Thriller,1984
7137,"Cooler, The (2003)","Cooler, The",Comedy|Drama|Romance,2003
7139,In America (2002),In America,Drama|Romance,2002
7141,My Flesh and Blood (2003),My Flesh and Blood,Documentary,2003
7142,Honey (2003),Honey,Drama|Romance,2003
7143,"Last Samurai, The (2003)","Last Samurai, The",Action|Adventure|Drama|War,2003
7147,Big Fish (2003),Big Fish,Drama|Fantasy|Romance,2003
7149,Something's Gotta Give (2003),Something's Gotta Give,Comedy|Drama|Romance,2003
7150,Stuck on You (2003),Stuck on You,Comedy,2003
7151,Girl with a Pearl Earring (2003),Girl with a Pearl Earring,Drama|Romance,2003
7153,"Lord of the Rings: The Return of the King, The (2003)","Lord of the Rings: The Return of the King, The",Action|Adventure|Drama|Fantasy,2003
7154,Mona Lisa Smile (2003),Mona Lisa Smile,Drama|Romance,2003
7155,Calendar Girls (2003),Calendar Girls,Comedy,2003
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)","Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The",Documentary|War,2003
7158,House of Sand and Fog (2003),House of Sand and Fog,Drama,2003
7160,Monster (2003),Monster,Crime|Drama,2003
7161,Cheaper by the Dozen (2003),Cheaper by the Dozen,Children|Comedy,2003
7162,Cold Mountain (2003),Cold Mountain,Drama|Romance|War,2003
7163,Paycheck (2003),Paycheck,Action|Sci-Fi|Thriller,2003
7164,Peter Pan (2003),Peter Pan,Action|Adventure|Children|Fantasy,2003
7165,"Company, The (2003)","Company, The",Drama|Musical,2003
7167,Japanese Story (2003),Japanese Story,Drama,2003
7169,Chasing Liberty (2004),Chasing Liberty,Comedy|Romance,2004
7171,Aileen: Life and Death of a Serial Killer (2003),Aileen: Life and Death of a Serial Killer,Documentary,2003
7173,Along Came Polly (2004),Along Came Polly,Comedy|Romance,2004
7175,Torque (2004),Torque,Action|Crime,2004
7176,Crimson Gold (Talaye sorgh) (2003),Crimson Gold (Talaye sorgh),Drama,2003
7177,Osama (2003),Osama,Drama,2003
7178,"Great Gatsby, The (1974)","Great Gatsby, The",Drama,1974
7179,Wuthering Heights (1992),Wuthering Heights,Drama|Romance,1992
7181,Ship of Fools (1965),Ship of Fools,Drama,1965
7184,This Property is Condemned (1966),This Property is Condemned,Drama|Romance,1966
7190,Jane Eyre (1970),Jane Eyre,Drama,1970
7191,Blame It on the Bellboy (1992),Blame It on the Bellboy,Comedy,1992
7192,Only the Strong (1993),Only the Strong,Action,1993
7193,"Adventures of Ford Fairlane, The (1990)","Adventures of Ford Fairlane, The",Action|Comedy,1990
7202,Beyond Re-Animator (2003),Beyond Re-Animator,Horror,2003
7205,"Wind and the Lion, The (1975)","Wind and the Lion, The",Adventure,1975
7206,Mon Oncle (My Uncle) (1958),Mon Oncle (My Uncle),Comedy,1958
7208,Dr. Jekyll and Mr. Hyde (1941),Dr. Jekyll and Mr. Hyde,Drama|Horror,1941
7209,"M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les) (1953)","M. Hulot’s Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)",Comedy,1953
7211,People Will Talk (1951),People Will Talk,Comedy|Romance,1951
7212,I Was a Male War Bride (1949),I Was a Male War Bride,Comedy|Romance,1949
7215,To Have and Have Not (1944),To Have and Have Not,Adventure|Drama|Romance|Thriller|War,1944
7216,High Sierra (1941),High Sierra,Crime|Drama|Film-Noir|Thriller,1941
7217,Dark Passage (1947),Dark Passage,Crime|Drama|Film-Noir|Romance|Thriller,1947
7218,"Ox-Bow Incident, The (1943)","Ox-Bow Incident, The",Drama|Western,1943
7219,They Drive by Night (1940),They Drive by Night,Drama,1940
7222,Reefer Madness (a.k.a. Tell Your Children) (1938),Reefer Madness (a.k.a. Tell Your Children),Comedy|Drama,1938
7223,D.O.A. (1950),D.O.A.,Drama|Film-Noir|Mystery,1950
7225,Pumping Iron (1977),Pumping Iron,Documentary,1977
7228,Cool World (1992),Cool World,Animation|Comedy|Fantasy,1992
7234,"Strada, La (1954)","Strada, La",Drama,1954
7235,Ichi the Killer (Koroshiya 1) (2001),Ichi the Killer (Koroshiya 1),Action|Comedy|Crime|Drama|Horror|Thriller,2001
7236,"Boy and His Dog, A (1975)","Boy and His Dog, A",Sci-Fi,1975
7238,Ashes and Diamonds (Popiól i diament) (1958),Ashes and Diamonds (Popiól i diament),Drama|War,1958
7243,Intolerance: Love's Struggle Throughout the Ages (1916),Intolerance: Love's Struggle Throughout the Ages,Drama,1916
7245,Tormented (1960),Tormented,Horror|Thriller,1960
7247,Chitty Chitty Bang Bang (1968),Chitty Chitty Bang Bang,Adventure|Children|Comedy|Fantasy|Musical,1968
7248,"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)","Suriyothai (a.k.a. Legend of Suriyothai, The)",Action|Adventure|Drama|War,2001
7251,Where the Day Takes You (1992),Where the Day Takes You,Drama,1992
7254,The Butterfly Effect (2004),The Butterfly Effect,Drama|Sci-Fi|Thriller,2004
7255,Win a Date with Tad Hamilton! (2004),Win a Date with Tad Hamilton!,Comedy|Romance,2004
7256,Touching the Void (2003),Touching the Void,Adventure|Documentary,2003
7257,"Big Bounce, The (2004)","Big Bounce, The",Comedy|Crime|Thriller,2004
7258,"Perfect Score, The (2004)","Perfect Score, The",Comedy|Crime,2004
7259,You Got Served (2004),You Got Served,Drama|Musical,2004
7260,Latter Days (2003),Latter Days,Comedy|Drama|Romance,2003
7261,Barbershop 2: Back in Business (2004),Barbershop 2: Back in Business,Comedy,2004
7262,Catch That Kid (2004),Catch That Kid,Action|Adventure|Children|Comedy|Crime,2004
7263,Miracle (2004),Miracle,Drama,2004
7264,An Amazing Couple (2002),An Amazing Couple,Comedy|Romance,2002
7265,"Dreamers, The (2003)","Dreamers, The",Drama,2003
7266,"Lost Skeleton of Cadavra, The (2002)","Lost Skeleton of Cadavra, The",Comedy|Horror|Sci-Fi,2002
7282,"Hip Hop Witch, Da (2000)","Hip Hop Witch, Da",Comedy|Horror|Thriller,2000
7285,Thirteen (2003),Thirteen,Drama,2003
7292,Best Defense (1984),Best Defense,Comedy|War,1984
7293,50 First Dates (2004),50 First Dates,Comedy|Romance,2004
7294,Welcome to Mooseport (2004),Welcome to Mooseport,Comedy,2004
7297,Kitchen Stories (Salmer fra kjøkkenet) (2003),Kitchen Stories (Salmer fra kjøkkenet),Comedy|Drama,2003
7299,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran) (2003),Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),Drama,2003
7301,Diary of a Country Priest (Journal d'un curé de campagne) (1951),Diary of a Country Priest (Journal d'un curé de campagne),Drama,1951
7302,"Thief of Bagdad, The (1924)","Thief of Bagdad, The",Action|Adventure|Fantasy,1924
7303,The Diary of Anne Frank (1959),The Diary of Anne Frank,Drama|War,1959
7304,Allegro non troppo (1977),Allegro non troppo,Animation|Comedy|Fantasy|Musical,1977
7305,Black Widow (1987),Black Widow,Crime|Drama|Mystery|Thriller,1987
7306,"Herod's Law (Ley de Herodes, La) (2000)","Herod's Law (Ley de Herodes, La)",Comedy|Crime|Mystery,2000
7307,Flesh & Blood (1985),Flesh & Blood,Action|Adventure|Drama|War,1985
7308,King Solomon's Mines (1985),King Solomon's Mines,Adventure|Comedy,1985
7310,Raw Deal (1986),Raw Deal,Action,1986
7311,"Goodbye, Mr. Chips (1939)","Goodbye, Mr. Chips",Drama|Romance,1939
7312,"Follow Me, Boys! (1966)","Follow Me, Boys!",Comedy|Drama,1966
7315,Against the Ropes (2004),Against the Ropes,Comedy|Drama,2004
7316,Confessions of a Teenage Drama Queen (2004),Confessions of a Teenage Drama Queen,Comedy,2004
7317,EuroTrip (2004),EuroTrip,Adventure|Comedy,2004
7318,"Passion of the Christ, The (2004)","Passion of the Christ, The",Drama,2004
7319,Club Dread (2004),Club Dread,Comedy|Horror,2004
7320,Dirty Dancing: Havana Nights (2004),Dirty Dancing: Havana Nights,Romance,2004
7321,Twisted (2004),Twisted,Thriller,2004
7323,"Good bye, Lenin! (2003)","Good bye, Lenin!",Comedy|Drama,2003
7324,Hidalgo (2004),Hidalgo,Adventure|Drama,2004
7325,Starsky & Hutch (2004),Starsky & Hutch,Action|Comedy|Crime|Thriller,2004
7326,"Reckoning, The (2004)","Reckoning, The",Crime|Drama,2004
7327,Persona (1966),Persona,Drama,1966
7328,"Passion of Anna, The (Passion, En) (1969)","Passion of Anna, The (Passion, En)",Drama,1969
7333,"Corbeau, Le (Raven, The) (1943)","Corbeau, Le (Raven, The)",Crime|Drama|Thriller,1943
7335,Pickup on South Street (1953),Pickup on South Street,Film-Noir,1953
7336,"Damned, The (La Caduta degli dei) (1969)","Damned, The (La Caduta degli dei)",Drama|War,1969
7340,Just One of the Guys (1985),Just One of the Guys,Comedy,1985
7344,"Wrong Arm of the Law, The (1963)","Wrong Arm of the Law, The",Comedy|Crime,1963
7345,Agent Cody Banks 2: Destination London (2004),Agent Cody Banks 2: Destination London,Action|Adventure|Children|Comedy,2004
7346,"Girl Next Door, The (2004)","Girl Next Door, The",Comedy|Romance,2004
7347,Secret Window (2004),Secret Window,Mystery|Thriller,2004
7348,Spartan (2004),Spartan,Thriller,2004
7349,Broken Wings (Knafayim Shvurot) (2002),Broken Wings (Knafayim Shvurot),Drama,2002
7352,Wilbur Wants to Kill Himself (2002),Wilbur Wants to Kill Himself,Comedy|Drama|Romance,2002
7354,Mad Dog and Glory (1993),Mad Dog and Glory,Comedy|Drama|Romance,1993
7357,Peyton Place (1957),Peyton Place,Drama|Romance,1957
7360,Dawn of the Dead (2004),Dawn of the Dead,Action|Drama|Horror|Thriller,2004
7361,Eternal Sunshine of the Spotless Mind (2004),Eternal Sunshine of the Spotless Mind,Drama|Romance|Sci-Fi,2004
7362,Taking Lives (2004),Taking Lives,Crime|Drama|Thriller,2004
7364,Intermission (2003),Intermission,Comedy|Crime|Drama,2003
7366,Jersey Girl (2004),Jersey Girl,Comedy|Drama|Romance,2004
7367,"Ladykillers, The (2004)","Ladykillers, The",Comedy|Crime,2004
7368,Never Die Alone (2004),Never Die Alone,Crime|Drama|Thriller,2004
7369,Scooby-Doo 2: Monsters Unleashed (2004),Scooby-Doo 2: Monsters Unleashed,Action|Adventure|Children|Comedy|Mystery,2004
7371,Dogville (2003),Dogville,Drama|Mystery|Thriller,2003
7372,Ned Kelly (2003),Ned Kelly,Drama,2003
7373,Hellboy (2004),Hellboy,Action|Adventure|Fantasy|Horror,2004
7375,"Prince & Me, The (2004)","Prince & Me, The",Comedy|Romance,2004
7376,Walking Tall (2004),Walking Tall,Action,2004
7377,"United States of Leland, The (2003)","United States of Leland, The",Crime|Drama,2003
7379,The Alamo (2004),The Alamo,Drama|War|Western,2004
7380,Ella Enchanted (2004),Ella Enchanted,Comedy|Fantasy|Romance,2004
7381,"Whole Ten Yards, The (2004)","Whole Ten Yards, The",Action|Comedy|Crime,2004
7382,I'm Not Scared (Io non ho paura) (2003),I'm Not Scared (Io non ho paura),Drama|Mystery|Thriller,2003
7386,"Ten Commandments, The (1956)","Ten Commandments, The",Adventure|Drama,1956
7387,Dawn of the Dead (1978),Dawn of the Dead,Action|Drama|Horror,1978
7390,Prey for Rock & Roll (2003),Prey for Rock & Roll,Drama|Musical,2003
7394,Those Magnificent Men in Their Flying Machines (1965),Those Magnificent Men in Their Flying Machines,Action|Adventure|Comedy,1965
7395,Cheaper by the Dozen (1950),Cheaper by the Dozen,Comedy|Drama,1950
7396,Scenes From a Marriage (Scener ur ett äktenskap) (1973),Scenes From a Marriage (Scener ur ett äktenskap),Drama,1973
7411,Munchies (1987),Munchies,Comedy|Horror,1987
7414,Going in Style (1979),Going in Style,Comedy|Drama,1979
7419,After Hours (1985),After Hours,Comedy|Thriller,1985
7438,Kill Bill: Vol. 2 (2004),Kill Bill: Vol. 2,Action|Drama|Thriller,2004
7439,"Punisher, The (2004)","Punisher, The",Action|Crime|Thriller,2004
7440,Paper Clips (2004),Paper Clips,Documentary,2004
7443,This So-Called Disaster (2003),This So-Called Disaster,Documentary,2003
7444,13 Going on 30 (2004),13 Going on 30,Comedy|Fantasy|Romance,2004
7445,Man on Fire (2004),Man on Fire,Action|Crime|Drama|Mystery|Thriller,2004
7448,Envy (2004),Envy,Comedy,2004
7449,Godsend (2004),Godsend,Drama|Horror|Thriller,2004
7450,Laws of Attraction (2004),Laws of Attraction,Comedy|Romance,2004
7451,Mean Girls (2004),Mean Girls,Comedy,2004
7454,Van Helsing (2004),Van Helsing,Action|Adventure|Fantasy|Horror,2004
7455,"Mudge Boy, The (2003)","Mudge Boy, The",Drama,2003
7457,Breakin' All the Rules (2004),Breakin' All the Rules,Comedy|Romance,2004
7458,Troy (2004),Troy,Action|Adventure|Drama|War,2004
7459,Carandiru (2003),Carandiru,Crime|Drama,2003
7460,Coffee and Cigarettes (2003),Coffee and Cigarettes,Comedy|Drama,2003
7477,Eye See You (D-Tox) (2002),Eye See You (D-Tox),Horror|Thriller,2002
7479,Watch on the Rhine (1943),Watch on the Rhine,Drama,1943
7481,Enemy Mine (1985),Enemy Mine,Adventure|Drama|Sci-Fi,1985
7482,Enter the Dragon (1973),Enter the Dragon,Action|Crime,1973
7486,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit) (1997),Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),Drama|Romance,1997
7487,Henry & June (1990),Henry & June,Drama,1990
7492,Martin (1977),Martin,Drama|Horror,1977
7493,"Three Faces of Eve, The (1957)","Three Faces of Eve, The",Drama,1957
7541,100 Girls (2000),100 Girls,Comedy|Romance,2000
7560,Fail-Safe (1964),Fail-Safe,Drama|Thriller|War,1964
7561,Paperhouse (1988),Paperhouse,Fantasy|Horror|Thriller,1988
7562,Dobermann (1997),Dobermann,Action|Crime,1997
7564,Kwaidan (Kaidan) (1964),Kwaidan (Kaidan),Horror,1964
7566,28 Up (1985),28 Up,Documentary,1985
7569,You Only Live Twice (1967),You Only Live Twice,Action|Adventure|Sci-Fi|Thriller,1967
7570,Octopussy (1983),Octopussy,Action|Adventure|Thriller,1983
7572,Wit (2001),Wit,Drama,2001
7573,Never Say Never Again (1983),Never Say Never Again,Action|Adventure|Thriller,1983
7579,Pride and Prejudice (1940),Pride and Prejudice,Comedy|Drama|Romance,1940
7581,"Fountainhead, The (1949)","Fountainhead, The",Drama,1949
7584,Woman of the Year (1942),Woman of the Year,Comedy|Romance,1942
7587,"Samouraï, Le (Godson, The) (1967)","Samouraï, Le (Godson, The)",Crime|Drama|Thriller,1967
7614,Oklahoma! (1955),Oklahoma!,Musical|Romance|Western,1955
7615,Desert Hearts (1985),Desert Hearts,Drama,1985
7616,Body Double (1984),Body Double,Mystery|Thriller,1984
7618,Chaplin (1992),Chaplin,Drama,1992
7619,"Miracle Worker, The (1962)","Miracle Worker, The",Drama,1962
7620,Monster in a Box (1992),Monster in a Box,Comedy|Drama,1992
7624,School Ties (1992),School Ties,Drama,1992
7636,Raising Cain (1992),Raising Cain,Horror|Thriller,1992
7646,Rose Red (2002),Rose Red,Horror|Mystery|Thriller,2002
7647,Noises Off... (1992),Noises Off...,Comedy,1992
7649,Babylon 5: In the Beginning (1998),Babylon 5: In the Beginning,Adventure|Sci-Fi,1998
7650,"Witchfinder General (Conquerer Worm, The) (1968)","Witchfinder General (Conquerer Worm, The)",Horror,1968
7657,Versus (2000),Versus,Action|Comedy|Fantasy|Horror,2000
7669,Pride and Prejudice (1995),Pride and Prejudice,Drama|Romance,1995
7698,"China Syndrome, The (1979)","China Syndrome, The",Drama|Thriller,1979
7700,"Wages of Fear, The (Salaire de la peur, Le) (1953)","Wages of Fear, The (Salaire de la peur, Le)",Action|Adventure|Drama|Thriller,1953
7701,Look Who's Talking Too (1990),Look Who's Talking Too,Comedy|Romance,1990
7702,"Bells of St. Mary's, The (1945)","Bells of St. Mary's, The",Drama,1945
7704,"Delta Force, The (1986)","Delta Force, The",Action,1986
7705,Pat and Mike (1952),Pat and Mike,Comedy|Romance,1952
7706,Animal Crackers (1930),Animal Crackers,Comedy|Musical,1930
7707,"He Said, She Said (1991)","He Said, She Said",Comedy|Drama|Romance,1991
7708,Bedazzled (1967),Bedazzled,Comedy|Fantasy,1967
7713,Cat People (1942),Cat People,Drama|Horror|Romance|Thriller,1942
7714,Camelot (1967),Camelot,Drama|Musical|Romance,1967
7716,"Lonely Guy, The (1984)","Lonely Guy, The",Comedy,1984
7720,"Four Musketeers, The (1974)","Four Musketeers, The",Action|Adventure|Comedy|Romance,1974
7727,Protocol (1984),Protocol,Comedy,1984
7728,"Postman Always Rings Twice, The (1946)","Postman Always Rings Twice, The",Crime|Drama|Film-Noir|Thriller,1946
7730,Matinee (1993),Matinee,Comedy|Drama,1993
7742,Baxter (1989),Baxter,Drama|Horror,1989
7743,Explorers (1985),Explorers,Adventure|Children|Sci-Fi,1985
7745,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)","Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",Drama,1993
7748,Pierrot le fou (1965),Pierrot le fou,Crime|Drama,1965
7749,Weekend (a.k.a. Le Week-end) (Week End) (1967),Weekend (a.k.a. Le Week-end) (Week End),Drama,1967
7753,Tuesdays with Morrie (1999),Tuesdays with Morrie,Drama,1999
7756,Alexander Nevsky (Aleksandr Nevskiy) (1938),Alexander Nevsky (Aleksandr Nevskiy),Action|Drama|War,1938
7757,Jason and the Argonauts (1963),Jason and the Argonauts,Action|Adventure|Fantasy,1963
7762,"Tinker, Tailor, Soldier, Spy (1979)","Tinker, Tailor, Soldier, Spy",Drama|Thriller,1979
7766,Throne of Blood (Kumonosu jô) (1957),Throne of Blood (Kumonosu jô),Action|Drama|Thriller|War,1957
7767,"Best of Youth, The (La meglio gioventù) (2003)","Best of Youth, The (La meglio gioventù)",Drama,2003
7772,Undercurrent (1946),Undercurrent,Film-Noir|Thriller,1946
7773,"Bang, Bang, You're Dead (2002)","Bang, Bang, You're Dead",Drama,2002
7781,Twister (1990),Twister,Comedy,1990
7782,Sniper (1993),Sniper,Action|Drama,1993
7786,Genghis Blues (1999),Genghis Blues,Documentary,1999
7789,"11'09""01 - September 11 (2002)","11'09""01 - September 11",Drama,2002
7792,"Parallax View, The (1974)","Parallax View, The",Thriller,1974
7802,"Warriors, The (1979)","Warriors, The",Action|Adventure|Crime|Thriller,1979
7810,Babylon 5: A Call to Arms (1999),Babylon 5: A Call to Arms,Adventure|Sci-Fi,1999
7811,Babylon 5: The River of Souls (1998),Babylon 5: The River of Souls,Drama|Sci-Fi,1998
7812,Babylon 5: Thirdspace (1998),Babylon 5: Thirdspace,Drama|Sci-Fi,1998
7815,True Stories (1986),True Stories,Comedy|Musical,1986
7820,"Virgin Spring, The (Jungfrukällan) (1960)","Virgin Spring, The (Jungfrukällan)",Crime|Drama,1960
7822,Mogambo (1953),Mogambo,Adventure|Drama|Romance,1953
7826,"Secret Life of Walter Mitty, The (1947)","Secret Life of Walter Mitty, The",Comedy|Romance|Thriller,1947
7831,Another Thin Man (1939),Another Thin Man,Comedy|Crime|Drama|Mystery|Romance,1939
7832,"Thin Man Goes Home, The (1945)","Thin Man Goes Home, The",Comedy|Crime|Mystery,1945
7833,Shadow of the Thin Man (1941),Shadow of the Thin Man,Comedy|Crime|Mystery,1941
7834,After the Thin Man (1936),After the Thin Man,Comedy|Crime|Mystery|Romance,1936
7835,Song of the Thin Man (1947),Song of the Thin Man,Comedy|Crime|Drama|Musical|Mystery|Romance,1947
7839,Love Crazy (1941),Love Crazy,Comedy,1941
7840,Gunga Din (1939),Gunga Din,Adventure|Comedy|War,1939
7841,Children of Dune (2003),Children of Dune,Fantasy|Sci-Fi,2003
7842,Dune (2000),Dune,Drama|Fantasy|Sci-Fi,2000
7843,Lammbock (2001),Lammbock,Comedy,2001
